catologNumber;country;locationID;decimalLatitude;decimalLongitude;eventDate;depth;samplingProtocol;samplingEffort;sampleSizeValue;sampleSizeUnit;taxonID;scientificName;acceptedNameUsage;acceptedNameUsageID;individualCount;density;biomass;biomassPerUnitArea
1393;Italy;5;45.15508333;12.50754166;2014-11-25;53.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_396;32 min haul duration;0.039008938;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1394;NA;6;45.25691667;12.89006666;2014-11-19;53.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_397;22 min haul duration;0.026817299;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 395.00;Italy;8;44.83618333;12.48372501;2014-11-24;14.35;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_398;31 min haul duration;0.037788339;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;1317;34852.02;54.45;1440.92
1 396.00;Italy;12;44.84140835;12.54387499;2014-11-24;16.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_399;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;42;1148.55;1.06;28.94
1 397.00;Italy;16;44.27574166;12.38711665;2014-11-23;14.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_400;15 min haul duration;0.01795;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;1182;65849.58;24.98;1391.62
1 398.00;Italy;17;44.34233333;12.55536668;2014-11-23;14.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_401;30 min haul duration;0.0359;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;851;23704.73;20.92;582.6
1 399.00;Italy;21;44.1505;12.75661669;2014-11-23;15.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_402;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;164;4484.83;7.03;192.38
1400;Italy;24;43.92109168;13.02267499;2014-11-17;53.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_403;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1401;Italy;25;43.96933333;13.07720833;2014-11-17;53.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_404;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1402;Italy;27;43.79729999;13.186475;2014-11-22;17.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_405;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;28;765.7;1.54;42.22
1403;Italy;28;43.78428335;13.39130834;2014-11-15;53.95;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_406;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1404;Italy;31;43.59299164;13.60969168;2014-11-10;54.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_407;23 min haul duration;0.0280379;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 405.00;Italy;33;43.36863333;13.72683331;2014-11-10;14.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_408;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;1428;39050.81;18.24;498.8
1406;Italy;34;43.38455833;13.87963336;2014-11-10;20.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_409;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;2;54.69;0.14;3.97
1407;Italy;37;43.13315;13.90441669;2014-11-13;19.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_410;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;7;191.43;0.22;6.07
1408;Italy;43;45.383075;12.390575;2014-11-25;20.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_411;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;4;109.39;0.07;1.91
1409;Italy;44;45.46683334;12.70955;2014-11-25;54.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_412;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1410;Italy;46;44.91301667;12.62984168;2014-11-24;54.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_413;30 min haul duration;0.035957441;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1411;Italy;47;44.59724998;12.54530001;2014-11-27;54.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_414;16 min haul duration;0.01950088;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1412;Italy;48;44.080525;12.60254167;2014-11-23;19.00;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_415;26 min haul duration;0.031118119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;17;546.31;0.57;18.25
1413;Italy;50;43.05589167;14.0241;2014-11-13;54.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_416;27 min haul duration;0.032913119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1414;Italy;55;45.38874167;12.47438332;2014-11-25;54.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_417;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 415.00;NA;56;45.32899167;12.9043417;2014-11-19;16.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_418;30 min haul duration;0.037896041;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;54;1424.95;1.97;52.01
1416;Italy;57;45.07343333;12.73245834;2014-11-24;54.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_419;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 417.00;Italy;63;44.21795834;12.58795834;2014-11-23;13.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_420;32 min haul duration;0.039008938;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;2794;71624.61;76.38;1958.09
1418;Italy;64;44.13996667;12.52869166;2014-11-23;19.70;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_421;28 min haul duration;0.035347138;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;8;226.33;0.18;4.98
1 419.00;Italy;65;44.09199167;12.75847502;2014-11-23;14.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_422;20 min haul duration;0.023938119;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;662;27654.64;17.97;750.85
1420;Italy;66;43.592425;13.68084167;2014-11-10;18.20;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_423;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;22;601.62;0.16;4.45
1421;Italy;68;42.91183332;13.978475;2014-11-13;19.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_424;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;7;191.43;0.41;11.32
1422;Italy;70;42.59184167;14.23088334;2014-11-13;54.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_425;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1423;Italy;71;42.2657;14.57095;2014-11-14;55.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_426;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1424;Italy;73;42.09075;14.88698333;2014-11-14;55.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_427;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1425;Italy;74;41.98154167;15.08398333;2014-11-14;55.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_428;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1426;Italy;76;41.99339167;15.680325;2014-11-14;55.55;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_429;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1427;NA;9;45.01925835;12.92956667;2014-11-24;55.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_430;31 min haul duration;0.037788339;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1428;NA;10;45.09823333;13.24466666;2014-11-19;55.65;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_431;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1429;NA;13;44.6132;12.74437501;2014-11-27;55.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_432;30 min haul duration;0.03723548;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1430;NA;14;44.72698332;13.08820833;2014-11-27;55.75;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_433;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1431;NA;18;44.39051668;12.84810836;2014-11-27;56.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_434;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1432;NA;19;44.45665835;13.159175;2014-11-28;56.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_435;15 min haul duration;0.020111179;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1433;Italy;29;43.74034999;13.61027498;2014-11-15;56.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_436;25 min haul duration;0.030471919;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1434;Italy;49;43.58620831;13.73615001;2014-11-10;56.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_437;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1 435.00;NA;51;45.33615832;13.08153333;2014-11-19;16.50;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_438;30 min haul duration;0.0359;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;44;1225.63;1.23;34.32
1436;NA;53;44.56875;13.54898335;2014-11-20;56.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_439;13 min haul duration;0.015271859;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1437;NA;54;44.240625;12.97665002;2014-11-28;56.25;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_440;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1438;NA;58;45.01803334;13.242425;2014-11-19;16.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_441;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;32;875.09;1.08;29.57
1439;NA;59;44.70332502;12.76512499;2014-11-27;56.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_442;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1440;NA;60;44.67343334;13.48961666;2014-11-20;56.30;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_443;15 min haul duration;0.018280279;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1441;NA;61;44.46951667;12.65555;2014-11-27;56.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_444;30 min haul duration;0.0359;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1442;NA;62;44.45360834;12.72476667;2014-11-27;56.45;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_445;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1443;Italy;67;43.36550833;13.99185833;2014-11-10;20.40;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_446;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;2;54.69;0.09;2.41
1444;NA;22;44.41003334;13.65525834;2014-11-20;56.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_447;17 min haul duration;0.02072148;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1445;NA;23;44.33762499;14.028225;2014-11-20;56.60;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_448;10 min haul duration;0.012191639;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1446;NA;26;44.05086667;13.32769167;2014-11-17;56.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_449;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1447;NA;30;43.97386665;13.99174167;2014-11-22;56.80;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_450;30 min haul duration;0.0359;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1448;Italy;32;44.03208333;14.49341666;2014-11-21;56.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_451;30 min haul duration;0.0359;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1449;NA;35;43.44875;14.20755;2014-11-15;56.85;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_452;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1450;Italy;36;43.69077498;14.823325;2014-11-21;56.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_453;30 min haul duration;0.0359;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1451;NA;38;43.38244168;14.17046667;2014-11-15;56.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_454;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1452;Italy;69;42.67622499;14.24784167;2014-11-13;20.15;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_455;25 min haul duration;0.030471919;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;4;131.27;0.1;3.45
1453;Italy;72;42.26245834;14.98794168;2014-11-14;56.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_456;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1454;Italy;75;42.03599167;15.48029167;2014-11-14;56.90;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_457;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
1455;Italy;1;45.42141666;12.55077502;2015-11-28;57.05;SoleMon - Rapido trawl surveys in the Northern Adriatic Sea. SoleMon Handbook Version 4. July 2019. https://dcf-italia.cnr.it/rest/uploads/SOLEMON-Handbook_2019_Ver_458;30 min haul duration;0.03656774;square kilometre;ANADKAG;Anadara kagoshimensis;Anadara kagoshimensis (Tokunaga, 1906);urn:lsid:marinespecies.org:taxname:504360;0;0;0;0
